交易日期,市場名稱,成交頭數-總數,成交頭數-平均重量,成交頭數-平均價格,規格豬(75公斤以上)-頭數,規格豬(75公斤以上)-平均重量,規格豬(75公斤以上)-平均價格,75公斤以下-頭數,75公斤以下-平均重量,75公斤以下-平均價格,75(含)-95(不含)-頭數,75(含)-95(不含)-平均重量,75(含)-95(不含)-平均價格,95(含)-115(含)-頭數,95(含)-115(含)-平均重量,95(含)-115(含)-平均價格,115(含)-135(不含)-頭數,115(含)-135(不含)-平均重量,115(含)-135(不含)-平均價格,135(含)-155(不含)-頭數,135(含)-155(不含)-平均重量,135(含)-155(不含)-平均價格,155公斤以上-頭數,155公斤以上-平均重量,155公斤以上-平均價格,淘汰種豬-頭數,淘汰種豬-平均重量,淘汰種豬-平均價格,其他豬-頭數,其他豬-平均重量,其他豬-平均價格,冷凍廠-頭數,冷凍廠-平均重量,冷凍廠-平均價格,成交總數(不含冷凍廠)-頭數,成交總數(不含冷凍廠)-平均重量,成交總數(不含冷凍廠)-平均價格
1091201,台東縣,211,126.91,69.35,201,125.37,69.80,0,0.00,0.00,2,85.50,57.47,30,107.63,72.10,128,125.45,70.63,41,140.07,66.57,0,0.00,0.00,10,157.85,62.02,0,0.00,0.00,0,0.00,0.00,211,126.91,69.35
1091201,屏東縣,1490,128.23,66.76,1415,127.39,67.27,0,0.00,0.00,15,88.43,65.19,219,108.58,68.56,786,125.85,67.62,395,142.35,66.16,45,160.62,64.65,9,157.38,55.45,21,102.98,38.92,496,132.55,65.17,994,126.07,67.60
1091201,高雄旗山,352,126.31,67.42,343,126.21,67.69,0,0.00,0.00,0,0.00,0.00,54,109.99,67.53,214,125.19,68.30,75,140.78,66.24,4,159.50,60.66,0,0.00,0.00,5,107.20,53.67,139,126.79,64.12,213,126.00,69.59
1091201,高雄鳳山,1396,130.39,67.91,1321,129.51,68.39,0,0.00,0.00,5,91.20,56.08,159,109.79,67.92,711,126.06,68.57,446,142.47,68.36,46,159.89,64.32,1,181.00,42.00,28,121.59,52.89,317,129.53,64.78,1079,130.64,68.82
1091201,高雄岡山,1107,127.27,66.61,1074,126.31,66.92,1,71.00,34.20,9,88.40,58.98,195,108.50,66.70,589,125.20,67.56,281,142.20,66.03,32,161.20,58.69,0,0.00,0.00,0,0.00,0.00,577,128.20,64.46,530,126.25,68.98
1091201,高雄市,630,120.31,67.18,605,120.26,67.73,0,0.00,0.00,12,88.13,57.28,184,107.16,67.76,336,124.24,68.39,73,140.27,66.09,1,157.50,58.80,0,0.00,0.00,24,119.98,53.65,207,123.45,65.43,423,118.78,68.07
1091201,臺南市,502,124.76,66.21,492,124.60,66.51,1,69.00,29.20,3,87.00,55.87,96,108.93,66.91,300,124.97,67.02,93,140.77,64.94,5,160.60,54.57,0,0.00,0.00,4,114.50,52.59,135,125.85,63.18,367,124.36,67.34
1091201,臺南安南,1094,123.48,69.15,1078,123.49,69.40,7,59.07,24.29,23,86.59,60.67,245,108.32,70.05,618,125.31,69.73,192,141.41,68.48,6,159.42,69.69,3,196.50,43.13,0,0.00,0.00,161,124.77,66.20,933,123.25,69.67
1091201,雲林縣,2367,121.64,65.11,2242,121.10,65.64,1,73.50,59.40,84,88.98,61.13,648,107.61,66.08,1138,124.31,66.52,372,142.03,63.34,51,161.74,62.74,0,0.00,0.00,73,110.92,49.91,750,126.41,62.67,1617,119.43,66.31
1091201,嘉義縣,724,118.84,64.28,708,119.44,64.67,0,0.00,0.00,46,87.10,61.50,208,107.10,65.10,363,124.90,65.30,91,142.20,62.70,0,0.00,0.00,0,0.00,0.00,16,92.30,42.00,220,125.20,62.80,504,116.06,64.98
1091201,嘉義市,715,130.13,66.28,700,129.58,66.41,0,0.00,0.00,0,0.00,0.00,65,110.93,67.31,425,126.03,67.24,210,142.55,64.72,14,159.50,62.44,0,0.00,0.00,1,104.40,30.00,202,132.22,62.68,513,129.31,67.73
1091201,南投縣,955,123.38,65.69,940,123.41,65.92,0,0.00,0.00,1,94.50,58.00,229,109.25,65.64,575,124.81,66.25,135,141.66,65.06,2,159.25,63.52,0,0.00,0.00,13,115.92,48.92,296,122.35,62.70,659,123.84,67.02
1091201,彰化縣,1886,120.24,65.16,1790,120.30,65.67,10,60.55,35.66,65,89.65,57.77,546,107.04,65.29,912,124.24,66.28,267,141.40,65.63,20,159.98,60.44,2,214.25,42.12,64,112.61,56.10,572,126.04,63.83,1314,117.72,65.79
1091201,台中大安,1181,122.20,66.67,1144,121.78,66.96,0,0.00,0.00,20,89.80,62.26,339,107.80,66.83,598,124.70,67.41,187,141.20,66.20,5,157.80,64.73,10,167.70,66.37,22,115.30,51.40,144,129.60,64.42,1037,121.17,67.00
1091201,台中市,1958,120.81,66.90,1939,120.54,67.06,4,67.50,26.44,49,89.03,58.60,607,108.21,67.06,1054,124.61,67.66,229,141.20,65.74,15,170.87,57.15,0,0.00,0.00,0,0.00,0.00,385,122.72,63.57,1573,120.35,67.73
1091201,苗栗縣,604,137.56,72.46,584,137.84,72.78,0,0.00,0.00,0,0.00,0.00,33,109.20,70.56,263,127.43,71.78,204,144.51,73.29,84,165.48,74.68,0,0.00,0.00,20,129.40,62.44,50,126.86,61.21,554,138.53,73.39
1091201,桃園市,2131,138.17,66.80,1815,133.39,67.04,0,0.00,0.00,2,78.00,46.00,105,109.30,68.20,821,126.00,67.00,887,143.20,67.00,291,165.30,67.00,25,170.00,51.00,0,0.00,0.00,238,133.60,59.10,1893,138.75,67.74
1091201,新竹縣,704,136.03,67.44,672,135.72,68.06,1,59.00,30.00,2,90.20,56.50,92,108.80,65.83,273,125.60,68.99,184,144.40,68.32,121,166.60,67.36,4,195.60,40.10,27,137.70,58.40,142,129.40,62.18,562,137.71,68.68
1091201,宜蘭縣,385,137.81,71.55,385,137.81,71.55,0,0.00,0.00,1,88.00,31.39,23,109.54,73.46,142,127.09,72.39,171,144.11,71.02,48,161.63,71.12,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,385,137.81,71.55
1091201,新北市,2558,132.96,66.36,2401,130.97,66.73,1,72.40,37.20,3,87.20,52.62,249,109.49,67.32,1210,126.41,67.78,939,142.69,65.44,156,163.96,61.85,0,0.00,0.00,0,0.00,0.00,530,131.30,63.69,2028,133.40,67.04
1091130,屏東縣,1549,125.90,64.93,1482,125.47,65.62,0,0.00,0.00,23,91.15,61.09,283,108.39,66.59,838,125.39,65.92,338,142.32,64.54,24,159.08,62.52,14,178.28,47.74,29,94.76,37.31,443,130.42,63.04,1106,124.08,65.73
1091130,高雄旗山,262,128.06,65.48,258,127.88,65.68,0,0.00,0.00,2,91.50,58.67,49,106.85,65.28,121,126.64,65.12,86,142.44,66.65,1,156.00,60.00,0,0.00,0.00,3,134.17,51.20,95,131.08,62.61,167,126.33,67.17
1091130,高雄鳳山,1288,128.34,65.45,1233,128.02,65.83,0,0.00,0.00,11,92.47,60.23,177,107.75,65.08,660,125.74,66.24,385,142.27,65.58,23,160.65,62.11,0,0.00,0.00,32,117.31,52.66,423,126.66,63.34,865,129.16,66.46
1091130,高雄岡山,1288,125.76,65.65,1254,124.81,65.91,1,55.00,11.00,19,87.50,58.77,262,108.10,65.74,710,125.60,66.35,263,142.00,65.32,33,164.30,58.57,0,0.00,0.00,0,0.00,0.00,665,126.70,64.17,623,124.76,67.25
1091130,高雄市,752,120.44,64.27,712,120.30,65.21,8,69.13,18.55,23,88.09,48.85,209,106.99,64.65,376,124.06,66.36,104,140.56,64.64,8,169.19,59.93,0,0.00,0.00,24,125.40,48.14,292,122.62,63.65,460,119.05,64.68
1091130,臺南市,435,123.70,65.05,412,123.15,65.31,1,72.00,29.81,1,85.50,63.80,105,108.22,67.44,239,124.56,65.60,67,142.11,61.89,8,160.69,53.60,0,0.00,0.00,14,122.36,67.38,137,128.77,62.00,298,121.37,66.54
1091130,雲林縣,2675,121.01,65.02,2595,120.74,65.46,0,0.00,0.00,118,89.14,62.11,737,107.40,65.89,1357,124.78,66.24,383,141.80,63.03,31,164.16,59.71,0,0.00,0.00,49,108.43,44.46,914,123.34,62.47,1761,119.81,66.38
1091130,嘉義縣,729,121.47,64.53,711,122.35,64.91,0,0.00,0.00,38,87.30,61.50,163,108.20,65.60,399,126.30,65.40,111,140.90,63.30,0,0.00,0.00,0,0.00,0.00,18,87.00,43.40,226,128.90,62.60,503,118.14,65.48
1091130,嘉義市,789,125.40,66.78,778,124.97,67.06,2,56.50,6.65,6,86.27,48.35,147,109.05,66.56,466,124.63,67.83,159,142.16,65.86,6,157.77,64.27,3,217.27,39.49,0,0.00,0.00,201,125.28,63.57,588,125.44,67.88
1091130,南投縣,987,123.55,65.84,957,123.48,66.49,0,0.00,0.00,4,93.00,56.61,231,110.02,66.49,578,124.59,66.41,144,141.45,66.98,9,163.06,63.63,0,0.00,0.00,21,109.93,33.81,210,121.50,62.92,777,124.10,66.61
1091130,彰化縣,1885,121.69,65.53,1785,121.62,66.12,15,63.50,40.99,43,88.65,58.02,474,106.03,67.07,948,123.88,66.46,320,142.47,64.88,23,160.93,61.78,8,190.44,50.71,54,113.31,54.37,491,130.26,62.91,1394,118.68,66.54
1091130,台中大安,1287,123.63,66.66,1243,122.86,66.89,1,73.00,50.00,18,90.40,61.20,322,108.50,66.41,697,124.80,67.22,206,141.60,66.79,8,156.40,67.00,17,169.10,66.44,18,122.20,51.50,159,129.90,63.11,1128,122.75,67.19
1091130,台中市,1981,121.08,66.24,1959,120.70,66.33,2,72.25,35.06,51,89.79,59.29,600,107.76,66.98,1049,124.44,66.74,259,141.65,64.63,20,162.43,60.49,0,0.00,0.00,0,0.00,0.00,401,125.51,62.29,1580,119.95,67.28
1091130,苗栗縣,698,132.80,72.55,675,132.85,72.74,0,0.00,0.00,4,91.00,60.41,100,108.48,67.65,295,126.91,70.71,215,143.21,73.88,61,167.72,82.59,0,0.00,0.00,23,131.28,66.83,52,121.38,61.92,646,133.71,73.33
1091130,桃園市,2434,137.17,67.96,2117,133.16,68.27,1,59.80,16.20,14,88.00,57.50,173,107.10,65.80,861,126.30,68.90,1069,143.50,68.20,288,163.60,68.00,28,171.00,50.00,0,0.00,0.00,220,134.40,60.10,2214,137.44,68.72
1091130,新竹縣,805,143.16,70.56,745,142.87,71.74,0,0.00,0.00,1,92.00,64.00,45,107.60,66.94,196,126.90,71.04,324,145.30,72.10,179,165.10,72.55,11,195.10,42.84,49,135.90,60.64,84,136.70,62.57,721,143.91,71.44
1091130,新北市,2892,133.22,67.66,2708,131.14,68.10,1,73.00,28.00,13,89.28,56.39,249,108.19,68.17,1341,126.19,69.12,1105,142.81,67.07,183,164.31,62.59,0,0.00,0.00,0,0.00,0.00,310,129.08,62.70,2582,133.72,68.23
1091128,花蓮縣,337,136.87,68.85,337,136.87,68.85,0,0.00,0.00,0,0.00,0.00,22,109.05,67.29,141,128.67,69.55,141,143.41,69.09,33,162.55,66.27,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,337,136.87,68.85
1091128,台東縣,201,125.64,68.32,190,123.62,68.70,0,0.00,0.00,0,0.00,0.00,36,109.90,73.36,126,123.78,68.69,28,140.57,64.05,0,0.00,0.00,11,160.45,63.32,0,0.00,0.00,0,0.00,0.00,201,125.64,68.32
1091128,屏東縣,547,123.16,69.79,536,122.53,70.09,0,0.00,0.00,5,90.80,65.19,164,109.21,69.19,271,124.46,71.58,96,141.50,67.73,6,158.25,65.28,0,0.00,0.00,5,148.90,49.23,0,0.00,0.00,547,123.16,69.79
1091128,澎湖縣,80,128.33,69.02,1,119.30,81.36,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,119.30,81.36,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,79,128.44,68.87,0,0.00,0.00,80,128.33,69.02
1091128,高雄旗山,92,126.58,77.21,91,126.17,77.37,0,0.00,0.00,0,0.00,0.00,16,111.41,75.23,60,125.39,79.05,15,145.03,73.33,1,164.00,66.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,92,126.58,77.21
1091128,高雄鳳山,872,125.52,67.60,854,125.36,67.98,0,0.00,0.00,7,92.11,63.80,141,109.87,68.86,542,124.83,68.28,164,141.83,66.66,7,165.60,49.20,0,0.00,0.00,11,112.42,51.12,55,129.26,59.14,817,125.26,68.18
1091128,高雄岡山,394,126.43,70.23,389,125.99,70.28,0,0.00,0.00,0,0.00,0.00,79,110.00,68.79,218,124.90,70.15,92,142.30,71.53,5,161.10,67.14,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,394,126.43,70.23
1091128,高雄市,425,118.72,67.00,411,118.94,67.44,0,0.00,0.00,3,86.83,61.90,141,108.62,68.85,228,122.38,67.67,39,138.56,62.55,0,0.00,0.00,0,0.00,0.00,14,112.36,53.16,77,126.68,60.34,348,116.96,68.59
1091128,臺南市,385,119.49,70.30,378,119.73,70.54,0,0.00,0.00,15,91.13,67.13,137,105.37,71.82,155,125.09,70.65,71,141.79,68.97,1,156.00,64.60,0,0.00,0.00,6,98.33,53.25,0,0.00,0.00,385,119.49,70.30
1091128,臺南安南,700,124.47,72.79,689,124.46,73.03,4,55.38,18.04,9,91.61,67.71,117,108.98,72.30,455,125.19,73.42,108,140.90,72.47,5,157.40,72.93,2,181.75,49.87,0,0.00,0.00,0,0.00,0.00,700,124.47,72.79
1091128,雲林縣,1731,116.91,65.24,1652,118.05,66.06,2,71.75,49.99,92,87.05,59.86,518,107.57,66.22,917,123.94,66.58,125,141.08,64.97,10,167.35,59.07,0,0.00,0.00,67,82.72,38.79,297,114.74,60.56,1434,117.36,66.19
1091128,嘉義縣,556,117.45,65.06,537,118.99,65.67,4,74.00,52.00,59,87.10,61.60,110,107.50,66.10,299,124.40,66.20,69,141.10,65.30,0,0.00,0.00,0,0.00,0.00,15,74.10,33.30,31,126.60,59.40,525,116.91,65.42
1091128,嘉義市,486,121.69,67.02,483,121.55,67.10,0,0.00,0.00,9,90.89,53.22,167,107.71,65.74,210,124.36,68.43,97,142.14,67.17,2,162.30,61.10,0,0.00,0.00,1,110.00,42.00,0,0.00,0.00,486,121.69,67.02
1091128,南投縣,895,121.44,65.81,882,121.53,65.99,0,0.00,0.00,5,92.60,60.55,245,109.89,65.90,548,124.01,65.92,84,141.01,66.82,2,158.75,69.32,0,0.00,0.00,11,107.64,48.47,131,122.05,60.78,764,121.34,66.68
1091128,彰化縣,1428,119.84,65.33,1389,120.06,65.58,7,56.64,26.19,16,90.53,62.06,407,106.31,66.83,803,123.22,65.40,163,141.73,64.21,6,158.50,60.80,0,0.00,0.00,26,115.90,58.23,35,116.30,61.52,1393,119.92,65.42
1091128,台中大安,959,120.76,67.21,928,119.86,67.35,0,0.00,0.00,18,90.40,64.43,325,107.90,66.86,493,124.70,67.32,92,141.90,69.20,10,158.00,68.16,9,168.90,70.39,12,123.50,52.04,0,0.00,0.00,959,120.76,67.21
1091128,台中市,1562,121.77,65.46,1545,121.40,65.59,1,71.00,51.00,30,90.25,60.64,485,108.37,66.99,805,124.89,65.62,225,141.12,63.62,16,160.97,55.92,0,0.00,0.00,0,0.00,0.00,153,122.95,59.53,1409,121.64,66.11
1091128,苗栗縣,526,131.53,70.95,502,131.76,71.42,0,0.00,0.00,0,0.00,0.00,70,109.55,69.01,241,126.62,70.60,158,142.79,71.82,33,163.55,77.75,0,0.00,0.00,24,126.69,60.81,37,126.70,57.07,489,131.89,71.96
1091128,桃園市,1837,134.60,69.90,1646,130.68,70.33,0,0.00,0.00,6,91.20,49.80,169,108.00,68.60,815,126.00,70.50,656,142.70,70.60,157,165.70,70.60,34,180.70,52.00,0,0.00,0.00,52,127.00,59.20,1785,134.82,70.20
1091128,新竹縣,497,136.71,68.07,484,136.41,68.57,0,0.00,0.00,0,0.00,0.00,32,111.20,66.40,245,125.90,66.71,128,144.00,68.29,79,166.90,73.91,0,0.00,0.00,13,147.90,50.92,56,127.20,58.37,441,137.91,69.21
1091128,宜蘭縣,386,131.31,72.20,386,131.31,72.20,0,0.00,0.00,1,93.50,54.00,48,110.27,69.12,192,126.49,73.31,130,143.35,72.49,15,158.40,66.10,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,386,131.31,72.20
1091128,新北市,2097,130.70,68.52,1966,128.67,68.86,1,50.00,17.00,21,91.58,59.19,293,107.55,68.11,940,126.08,69.63,712,141.87,68.37,130,162.00,64.62,0,0.00,0.00,0,0.00,0.00,147,128.09,62.67,1950,130.89,68.95
1091127,花蓮縣,370,133.89,67.03,370,133.89,67.03,0,0.00,0.00,2,93.50,59.98,38,110.61,64.81,169,126.96,67.26,133,143.66,67.96,28,163.82,64.41,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,370,133.89,67.03
1091127,台東縣,204,129.96,65.94,178,125.70,67.39,0,0.00,0.00,4,91.00,67.40,42,109.31,69.81,78,125.18,68.18,54,141.76,64.94,0,0.00,0.00,26,159.13,58.08,0,0.00,0.00,0,0.00,0.00,204,129.96,65.94
1091127,屏東縣,1503,125.17,64.75,1445,124.53,65.16,0,0.00,0.00,25,91.56,62.53,319,107.95,65.85,784,125.17,65.56,317,142.24,63.90,33,161.48,61.40,2,206.00,39.29,23,106.15,45.96,351,131.09,62.04,1152,123.37,65.63
1091127,高雄旗山,351,133.07,70.65,335,132.64,71.29,0,0.00,0.00,0,0.00,0.00,19,110.45,73.06,167,127.10,72.28,149,141.67,70.11,11,157.55,62.26,0,0.00,0.00,5,108.00,45.10,34,141.85,58.76,317,132.12,72.02
1091127,高雄鳳山,1528,128.17,64.34,1448,127.63,64.77,0,0.00,0.00,11,89.78,56.10,201,108.83,64.30,853,125.86,65.10,383,142.51,64.48,36,162.06,59.83,0,0.00,0.00,44,118.32,53.97,403,128.58,61.30,1125,128.02,65.43
1091127,高雄岡山,1294,122.23,65.82,1260,122.41,66.12,16,65.90,30.18,43,87.30,58.29,349,107.50,65.62,619,125.30,66.75,249,142.20,66.11,18,159.60,62.42,0,0.00,0.00,0,0.00,0.00,488,122.20,63.13,806,122.25,67.44
1091127,高雄市,832,122.63,63.80,794,122.51,64.19,0,0.00,0.00,12,88.50,56.70,193,108.18,65.07,467,124.35,64.60,122,141.50,62.23,7,160.14,56.69,0,0.00,0.00,31,117.13,55.47,280,124.96,61.77,552,121.45,64.86
1091127,臺南市,541,125.71,65.27,521,124.64,65.90,0,0.00,0.00,5,89.20,72.51,124,108.32,69.75,282,125.46,66.41,110,142.54,61.26,14,160.50,52.50,2,175.00,47.64,4,118.63,52.61,109,133.34,59.69,432,123.78,66.79
1091127,臺南安南,1194,119.40,65.24,1185,119.37,65.39,4,63.25,28.12,34,87.74,54.96,385,108.36,64.99,659,123.97,65.88,107,140.66,65.86,3,157.83,66.57,2,194.00,33.73,0,0.00,0.00,259,119.88,61.64,935,119.27,66.24
1091127,雲林縣,2719,120.41,64.12,2576,120.02,64.83,0,0.00,0.00,173,87.38,60.09,679,107.11,65.92,1335,124.44,65.55,389,141.88,62.53,54,164.25,57.83,0,0.00,0.00,89,105.17,46.45,806,125.84,61.05,1913,118.12,65.49
1091127,嘉義縣,779,121.84,64.74,762,122.35,65.06,0,0.00,0.00,27,89.20,65.20,162,107.00,66.90,462,124.80,65.10,111,142.60,62.90,0,0.00,0.00,0,0.00,0.00,17,99.10,46.90,218,128.30,61.90,561,119.33,65.93
1091127,嘉義市,772,126.46,65.13,757,125.63,65.30,0,0.00,0.00,3,88.67,41.70,131,109.92,64.37,457,124.61,65.67,166,141.51,65.23,13,162.85,63.53,2,203.10,35.37,0,0.00,0.00,163,125.01,60.74,609,126.85,66.29
1091127,南投縣,1111,124.11,65.11,1070,124.01,65.50,0,0.00,0.00,5,92.60,56.57,224,109.29,65.61,669,124.58,65.48,172,141.88,65.63,17,158.26,62.37,0,0.00,0.00,24,104.35,47.51,212,123.31,60.99,899,124.30,66.08
1091127,彰化縣,2009,120.86,64.88,1961,120.54,65.09,4,65.75,35.13,64,90.31,60.21,518,105.99,65.44,1118,124.10,65.34,261,141.58,64.40,11,161.27,62.56,7,186.79,50.58,26,118.44,58.54,432,126.83,61.95,1577,119.22,65.73
1091127,台中大安,1358,123.10,66.68,1306,122.43,66.84,0,0.00,0.00,34,90.60,59.35,353,108.10,66.17,698,125.10,67.19,221,141.80,67.42,12,157.00,68.74,13,164.80,72.92,27,120.40,53.37,113,126.10,62.38,1245,122.83,67.08
1091127,台中市,2102,121.81,66.14,2073,121.21,66.36,1,70.00,34.40,25,90.84,61.94,632,108.50,66.84,1164,124.30,66.51,252,141.80,65.14,28,167.98,54.80,0,0.00,0.00,0,0.00,0.00,336,125.62,60.85,1766,121.08,67.19
1091127,苗栗縣,794,140.75,72.88,745,141.36,73.52,0,0.00,0.00,0,0.00,0.00,38,109.78,67.12,229,126.33,71.23,324,144.83,74.57,154,164.19,75.24,0,0.00,0.00,49,131.44,62.50,47,123.31,59.47,747,141.84,73.62
1091127,桃園市,2462,136.10,68.61,2114,130.79,68.90,0,0.00,0.00,10,92.00,63.20,239,108.00,68.60,979,125.60,69.00,886,143.10,68.90,317,168.00,68.80,31,172.00,52.00,0,0.00,0.00,211,131.20,61.30,2251,136.56,69.27
1091127,新竹縣,822,137.56,67.72,776,136.48,69.13,0,0.00,0.00,4,90.60,62.90,85,108.70,64.59,298,125.80,68.09,275,143.20,69.44,114,170.50,72.76,13,225.30,34.84,33,128.50,55.38,148,125.60,60.59,674,140.19,69.13
1091127,宜蘭縣,522,130.55,73.51,522,130.55,73.51,0,0.00,0.00,1,85.50,46.19,52,109.21,70.30,283,125.72,74.33,169,142.39,73.43,17,161.17,71.15,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,522,130.55,73.51
1091127,新北市,3055,132.31,66.29,2893,130.36,66.68,1,74.80,36.60,23,89.27,54.29,315,108.64,66.48,1433,126.36,67.20,1122,142.42,66.30,161,167.60,60.92,0,0.00,0.00,0,0.00,0.00,373,128.50,61.38,2682,132.84,66.95
1091126,花蓮縣,333,133.99,68.79,333,133.99,68.79,0,0.00,0.00,0,0.00,0.00,22,111.18,66.73,169,126.56,68.36,119,143.18,69.62,23,162.91,68.81,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,333,133.99,68.79
1091126,台東縣,194,123.49,66.56,191,123.03,66.51,0,0.00,0.00,2,88.50,65.62,47,110.01,67.67,118,125.01,66.55,24,141.69,64.62,0,0.00,0.00,3,152.50,69.32,0,0.00,0.00,0,0.00,0.00,194,123.49,66.56
1091126,屏東縣,1542,125.99,63.27,1485,125.22,63.75,0,0.00,0.00,18,89.25,59.20,324,108.48,64.66,775,125.02,64.12,368,142.13,62.58,30,161.51,60.09,7,165.92,42.31,20,115.70,41.91,423,131.49,61.09,1119,123.90,64.14
1091126,澎湖縣,82,127.15,71.31,1,119.60,83.17,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,1,119.60,83.17,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,81,127.24,71.17,0,0.00,0.00,82,127.15,71.31
1091126,高雄旗山,315,125.63,65.84,310,125.56,66.33,0,0.00,0.00,0,0.00,0.00,61,109.75,66.16,193,126.11,67.25,56,140.89,63.62,1,156.00,11.00,0,0.00,0.00,4,123.13,44.63,54,128.64,59.82,261,125.00,67.12
1091126,高雄鳳山,1494,129.49,63.64,1421,129.00,63.98,0,0.00,0.00,2,92.00,60.41,165,109.08,63.44,807,125.90,64.66,447,142.11,63.07,31,160.12,60.85,0,0.00,0.00,42,123.37,54.08,417,128.59,60.51,1077,129.83,64.84
1091126,高雄岡山,1141,125.52,62.61,1109,124.44,62.88,0,0.00,0.00,39,88.50,58.48,244,107.20,63.45,534,125.40,63.92,292,141.90,61.21,32,162.80,55.37,0,0.00,0.00,0,0.00,0.00,562,127.00,60.73,579,124.08,64.47
1091126,高雄市,717,120.19,62.06,706,120.08,62.21,0,0.00,0.00,9,88.39,49.67,216,108.35,62.40,411,123.46,62.80,70,140.51,59.71,1,161.00,52.00,0,0.00,0.00,10,123.50,53.47,250,123.55,59.39,467,118.38,63.56
1091126,臺南市,521,124.67,62.62,496,123.63,63.35,0,0.00,0.00,22,90.32,60.20,106,106.84,64.69,263,125.44,64.48,105,143.02,60.28,11,160.23,52.83,5,165.10,46.57,9,116.17,49.16,117,127.45,59.38,404,123.87,63.59
1091126,臺南安南,1102,122.71,62.51,1079,122.26,62.94,5,60.70,13.96,21,89.45,55.26,259,108.52,62.84,654,124.47,63.61,145,141.56,61.14,9,158.44,57.96,9,176.22,40.03,0,0.00,0.00,272,125.44,59.70,830,121.82,63.46
1091126,雲林縣,2514,122.31,63.00,2387,121.66,63.66,0,0.00,0.00,88,88.32,60.27,614,108.07,64.39,1334,124.60,64.26,351,142.59,61.25,50,162.70,58.10,0,0.00,0.00,77,116.29,45.76,755,125.21,60.15,1759,121.06,64.26
1091126,嘉義縣,757,121.93,63.97,743,122.38,64.22,0,0.00,0.00,55,88.30,61.90,150,107.20,65.40,392,125.40,64.70,146,142.70,62.70,0,0.00,0.00,0,0.00,0.00,14,98.00,47.80,149,129.40,60.60,608,120.10,64.86
1091126,嘉義市,684,124.27,63.28,663,123.20,63.63,0,0.00,0.00,20,90.31,56.64,177,107.01,64.07,313,125.29,65.24,153,141.94,60.93,16,161.03,56.51,3,176.13,48.15,2,109.70,48.29,168,130.57,58.91,516,122.22,64.80
1091126,南投縣,967,119.89,64.35,934,119.97,64.80,0,0.00,0.00,9,92.28,58.42,322,107.63,65.10,497,123.82,64.94,106,141.74,63.91,6,160.08,60.82,0,0.00,0.00,27,108.24,48.09,197,120.03,60.08,770,119.85,65.44
1091126,彰化縣,1892,122.33,63.49,1800,121.71,63.76,3,41.67,21.46,65,90.80,58.08,446,105.84,65.24,920,123.31,64.25,369,142.37,62.00,38,160.45,62.66,4,185.38,52.43,47,115.00,56.06,490,131.71,60.67,1402,119.06,64.58
1091126,台中大安,1237,121.76,63.46,1175,120.97,64.09,1,73.00,37.00,49,89.20,56.25,384,107.20,63.49,528,125.20,64.65,214,142.50,64.83,12,157.50,59.43,21,168.10,56.58,28,106.90,44.81,185,127.70,59.61,1052,120.72,64.18
1091126,台中市,1969,122.02,65.64,1917,120.77,66.33,4,66.75,27.34,66,88.91,55.50,550,107.29,66.47,1044,124.70,67.26,257,141.86,64.50,48,176.42,48.11,0,0.00,0.00,0,0.00,0.00,275,126.88,61.13,1694,121.23,66.41
1091126,苗栗縣,698,134.35,72.80,659,134.50,73.16,0,0.00,0.00,12,91.00,54.71,110,107.30,64.53,204,126.10,72.27,237,144.30,75.81,96,164.74,76.60,0,0.00,0.00,39,131.88,66.49,57,114.84,59.58,641,136.09,73.79
1091126,桃園市,2183,135.59,66.33,1930,131.69,66.61,0,0.00,0.00,11,88.10,50.20,198,109.00,64.70,862,125.80,66.80,859,143.40,66.90,232,165.30,66.00,21,165.00,50.00,0,0.00,0.00,326,135.90,59.10,1857,135.53,67.61
1091126,新竹縣,711,137.41,69.15,665,137.11,70.17,1,74.00,59.00,7,88.70,66.08,55,109.30,69.36,240,126.50,69.57,266,143.50,69.95,97,165.10,72.27,6,187.00,36.17,39,136.60,58.85,84,133.30,60.30,627,137.97,70.30
1091126,宜蘭縣,428,128.13,72.72,428,128.13,72.72,0,0.00,0.00,0,0.00,0.00,77,109.09,70.94,226,125.43,72.91,116,143.65,73.51,9,158.94,70.03,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,428,128.13,72.72
1091126,新北市,2543,134.16,68.08,2364,131.77,68.37,1,60.00,22.00,8,92.15,57.01,186,109.24,67.93,1199,126.50,68.98,971,142.91,67.83,178,166.35,65.07,0,0.00,0.00,0,0.00,0.00,309,128.90,64.03,2234,134.89,68.61
